agency_cd	site_no	station_nm	dd_nu	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	11313460	SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA	04	00060	2015-06-10 09:15:00	PST	-63500		2015-06-10 13:30:03
USGS	11313460	SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA	05	72137	2015-06-07 18:00:00	PST	943		2015-06-10 11:06:04
USGS	11335000	COSUMNES R A MICHIGAN BAR CA	01	00010	2015-06-10 10:30:00	PDT	24.4		2015-06-10 13:47:03
USGS	11335000	COSUMNES R A MICHIGAN BAR CA	02	00060	2015-06-10 10:30:00	PDT	27		2015-06-10 13:47:03
USGS	11335000	COSUMNES R A MICHIGAN BAR CA	03	00065	2015-06-10 10:30:00	PDT	2.60		2015-06-10 13:47:03
USGS	11336580	MORRISON C NR SACRAMENTO CA	01	00060	2015-06-10 10:00:00	PDT	9.9		2015-06-10 13:07:03
USGS	11336580	MORRISON C NR SACRAMENTO CA	02	00065	2015-06-10 10:00:00	PDT	1.36		2015-06-10 13:07:03
USGS	11336585	LAGUNA C NR ELK GROVE CA	01	00065	2015-06-10 10:45:00	PDT	2.68		2015-06-10 13:58:03
USGS	11336585	LAGUNA C NR ELK GROVE CA	02	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:58:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	01	72137	2015-06-08 12:00:00	PST	1140		2015-06-10 11:06:04
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	06	00060	2015-06-10 09:15:00	PST	24		2015-06-10 13:30:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	11	00065	2015-06-10 09:15:00	PST	4.29		2015-06-10 13:30:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	12	00055	2015-06-10 09:15:00	PST	0.005		2015-06-10 13:30:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	16	00010	2015-06-10 09:15:00	PST	24.06		2015-06-10 13:30:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	17	00095	2015-06-10 09:15:00	PST	141		2015-06-10 13:30:03
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	21	63680	2015-06-10 09:15:00	PST	2.2		2015-06-10 13:30:03
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	01	00060	2015-06-10 09:15:00	PST	117		2015-06-10 13:32:04
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	02	00065	2015-06-10 09:15:00	PST	4.32		2015-06-10 13:32:04
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	03	00055	2015-06-10 09:15:00	PST	0.09		2015-06-10 13:32:04
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	04	72137	2014-10-14 12:00:00	PST	255		2015-06-06 19:05:04
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	20	63680	2015-06-10 09:15:00	PST	4.6		2015-06-10 13:32:04
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	22	99409	2015-06-10 09:15:00	PST	11.9		2015-06-10 13:32:04
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	01	00060	2015-06-10 09:15:00	PST	-2050		2015-06-10 13:32:04
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	03	00055	2015-06-10 09:15:00	PST	-0.48		2015-06-10 13:32:04
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	04	72137	2014-10-09 04:00:00	PST	1490		2015-06-08 17:36:03
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	20	63680	2015-06-10 09:15:00	PST	3.6		2015-06-10 13:32:04
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	22	99409	2015-06-10 09:15:00	PST	7.5		2015-06-10 13:32:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	02	00065	2015-06-10 09:15:00	PST	17.04		2015-06-10 13:34:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	03	00055	2015-06-10 09:15:00	PST	-0.59		2015-06-10 13:34:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	04	00060	2015-06-10 09:15:00	PST	-3650		2015-06-10 13:34:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	05	72137	2015-06-08 12:00:00	PST	1030		2015-06-10 11:06:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	14	63680	2015-06-10 09:15:00	PST	4.0		2015-06-10 13:34:04
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	16	99409	2015-06-10 09:15:00	PST	7.3		2015-06-10 13:34:04
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	02	00065	2015-06-10 09:30:00	PST	16.27		2015-06-10 13:39:03
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	03	00055	2015-06-10 09:30:00	PST	-0.74		2015-06-10 13:39:03
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	04	00060	2015-06-10 09:30:00	PST	-8250		2015-06-10 13:39:03
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	05	72137	2015-06-08 12:00:00	PST	2030		2015-06-10 11:06:04
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	15	99409	2015-06-10 09:30:00	PST	8.3		2015-06-10 13:39:03
USGS	11337080	THREEMILE SLOUGH NR RIO VISTA CA	05	00060	2015-06-10 09:30:00	PST	-24700		2015-06-10 13:34:04
USGS	11337080	THREEMILE SLOUGH NR RIO VISTA CA	06	72137	2015-06-06 04:00:00	PST	-1250		2015-06-10 11:06:04
USGS	11337080	THREEMILE SLOUGH NR RIO VISTA CA	11	00065	2015-06-10 09:30:00	PST	5.20		2015-06-10 13:34:04
USGS	11337080	THREEMILE SLOUGH NR RIO VISTA CA	12	00055	2015-06-10 09:30:00	PST	-1.693		2015-06-10 13:34:04
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	03	00060	2015-06-10 09:30:00	PST	-109000		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	05	72137	2015-06-08 12:00:00	PST	4110		2015-06-10 11:06:04
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	11	00065	2015-06-10 09:30:00	PST	5.02		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	12	00055	2015-06-10 09:30:00	PST	-1.755		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	19	00010	2015-06-10 09:30:00	PST	21.69		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	20	00095	2015-06-10 09:30:00	PST	1570		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	59	63680	2015-06-10 09:30:00	PST	8.2		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	60	99409	2015-06-10 09:30:00	PST	15.9		2015-06-10 13:35:03
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	61	00300	2015-06-10 09:30:00	PST	8.1		2015-06-10 13:35:03
USGS	11342000	SACRAMENTO R A DELTA CA	02	00060	2015-06-10 10:30:00	PDT	247		2015-06-10 13:35:03
USGS	11342000	SACRAMENTO R A DELTA CA	03	00065	2015-06-10 10:30:00	PDT	4.13		2015-06-10 13:35:03
USGS	11345500	SF PIT R NR LIKELY CA	01	00060	2015-06-10 10:45:00	PDT	66		2015-06-10 13:54:05
USGS	11345500	SF PIT R NR LIKELY CA	02	00065	2015-06-10 10:45:00	PDT	2.41		2015-06-10 13:54:05
USGS	11348500	PIT R NR CANBY CA	02	00060	2015-06-10 10:45:00	PDT	30		2015-06-10 13:58:03
USGS	11348500	PIT R NR CANBY CA	03	00065	2015-06-10 10:45:00	PDT	2.56		2015-06-10 13:58:03
USGS	11355010	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	01	00060	2015-06-10 10:00:00	PDT	1020		2015-06-10 13:13:03
USGS	11355010	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	02	00065	2015-06-10 10:00:00	PDT	5.22		2015-06-10 13:13:03
USGS	11361000	BURNEY C A BURNEY FALLS NR BURNEY CA	01	00060	2015-06-10 10:00:00	PDT	144		2015-06-10 13:15:03
USGS	11361000	BURNEY C A BURNEY FALLS NR BURNEY CA	02	00065	2015-06-10 10:00:00	PDT	4.56		2015-06-10 13:15:03
USGS	11370500	SACRAMENTO R A KESWICK CA	02	00060	2015-06-10 10:30:00	PDT	7280		2015-06-10 13:39:03
USGS	11370500	SACRAMENTO R A KESWICK CA	03	00065	2015-06-10 10:30:00	PDT	11.31		2015-06-10 13:39:03
USGS	11370700	ANDERSON-COTTONWOOD ID CN AT SHARON AVE REDDING CA	05	00065	2015-06-10 10:45:00	PDT	7.46		2015-06-10 14:03:04
USGS	11370700	ANDERSON-COTTONWOOD ID CN AT SHARON AVE REDDING CA	06	00060	2015-06-10 10:45:00	PDT	192		2015-06-10 14:03:04
USGS	11372000	CLEAR C NR IGO CA	02	00060	2015-06-10 09:45:00	PDT	201		2015-06-10 13:03:03
USGS	11372000	CLEAR C NR IGO CA	03	00065	2015-06-10 09:45:00	PDT	3.24		2015-06-10 13:03:03
USGS	11374000	COW C NR MILLVILLE CA	02	00060	2015-06-10 10:30:00	PDT	6.0		2015-06-10 13:45:03
USGS	11374000	COW C NR MILLVILLE CA	03	00065	2015-06-10 10:30:00	PDT	3.37		2015-06-10 13:45:03
USGS	11376000	COTTONWOOD C NR COTTONWOOD CA	02	00060	2015-06-10 10:00:00	PDT	81		2015-06-10 13:09:03
USGS	11376000	COTTONWOOD C NR COTTONWOOD CA	03	00065	2015-06-10 10:00:00	PDT	2.01		2015-06-10 13:09:03
USGS	11376550	BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA	02	00060	2015-06-10 10:30:00	PDT	213		2015-06-10 13:45:03
USGS	11376550	BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA	03	00065	2015-06-10 10:30:00	PDT	0.98		2015-06-10 13:45:03
USGS	11377100	SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA	02	00060	2015-06-10 09:45:00	PDT	7670		2015-06-10 13:01:02
USGS	11377100	SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA	03	00065	2015-06-10 09:45:00	PDT	2.48		2015-06-10 13:01:02
USGS	11379500	ELDER C NR PASKENTA CA	02	00060	2015-06-10 10:30:00	PDT	2.6		2015-06-10 13:39:03
USGS	11379500	ELDER C NR PASKENTA CA	03	00065	2015-06-10 10:30:00	PDT	0.92		2015-06-10 13:39:03
USGS	11381500	MILL C NR LOS MOLINOS CA	01	00060	2015-06-10 10:45:00	PDT	108		2015-06-10 13:54:05
USGS	11381500	MILL C NR LOS MOLINOS CA	02	00065	2015-06-10 10:45:00	PDT	1.76		2015-06-10 13:54:05
USGS	11381500	MILL C NR LOS MOLINOS CA	03	00010	2015-06-10 10:45:00	PDT	22.6		2015-06-10 13:54:05
USGS	11383500	DEER C NR VINA CA	01	00060	2015-06-10 10:15:00	PDT	61		2015-06-10 13:34:04
USGS	11383500	DEER C NR VINA CA	02	00065	2015-06-10 10:15:00	PDT	1.63		2015-06-10 13:34:04
USGS	11383500	DEER C NR VINA CA	03	00010	2015-06-10 10:00:00	PDT	24.2		2015-06-10 13:34:04
USGS	11389500	SACRAMENTO R A COLUSA CA	02	00060	2015-06-10 10:45:00	PDT	4490		2015-06-10 13:54:05
USGS	11389500	SACRAMENTO R A COLUSA CA	03	00065	2015-06-10 10:45:00	PDT	40.17		2015-06-10 13:54:05
USGS	11390000	BUTTE C NR CHICO CA	01	00010	2015-06-10 10:00:00	PDT	21.8		2015-06-10 13:15:03
USGS	11390000	BUTTE C NR CHICO CA	02	00060	2015-06-10 10:00:00	PDT	70		2015-06-10 13:15:03
USGS	11390000	BUTTE C NR CHICO CA	03	00065	2015-06-10 10:00:00	PDT	1.02		2015-06-10 13:15:03
USGS	11390500	SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA	01	00010	2015-06-10 10:15:00	PDT	24.1		2015-06-10 13:23:03
USGS	11390500	SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA	02	00060	2015-06-10 10:15:00	PDT	3770		2015-06-10 13:23:03
USGS	11390500	SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA	03	00065	2015-06-10 10:15:00	PDT	26.43		2015-06-10 13:23:03
USGS	11401920	SPANISH C A QUINCY CA	01	00065	2015-06-10 10:30:00	PDT	4.61		2015-06-10 13:37:03
USGS	11401920	SPANISH C A QUINCY CA	02	00060	2015-06-10 10:30:00	PDT	13		2015-06-10 13:37:03
USGS	11402000	SPANISH C AB BLACKHAWK C AT KEDDIE CA	01	00060	2015-06-10 10:30:00	PDT	25		2015-06-10 13:41:03
USGS	11402000	SPANISH C AB BLACKHAWK C AT KEDDIE CA	02	00065	2015-06-10 10:30:00	PDT	0.95		2015-06-10 13:41:03
USGS	11413000	N YUBA R BL GOODYEARS BAR CA	01	00060	2015-06-10 10:45:00	PDT	142		2015-06-10 14:02:03
USGS	11413000	N YUBA R BL GOODYEARS BAR CA	02	00065	2015-06-10 10:45:00	PDT	1.80		2015-06-10 14:02:03
USGS	11418500	DEER C NR SMARTSVILLE CA	02	00060	2015-06-10 10:00:00	PDT	2.6		2015-06-10 13:19:03
USGS	11418500	DEER C NR SMARTSVILLE CA	03	00065	2015-06-10 10:00:00	PDT	1.18		2015-06-10 13:19:03
USGS	11421000	YUBA R NR MARYSVILLE CA	03	00060	2015-06-10 10:45:00	PDT	322		2015-06-10 13:54:05
USGS	11421000	YUBA R NR MARYSVILLE CA	04	00065	2015-06-10 10:45:00	PDT	62.01		2015-06-10 13:54:05
USGS	11424000	BEAR R NR WHEATLAND CA	01	00060	2015-06-10 10:45:00	PDT	27		2015-06-10 13:56:03
USGS	11424000	BEAR R NR WHEATLAND CA	02	00065	2015-06-10 10:45:00	PDT	1.10		2015-06-10 13:56:03
USGS	11424500	DRY C NR WHEATLAND CA	02	00065	2015-06-10 10:15:00	PDT	7.67		2015-06-10 13:34:04
USGS	11425500	SACRAMENTO R A VERONA CA	01	00010	2015-06-10 09:45:00	PDT	24.1		2015-06-10 13:03:03
USGS	11425500	SACRAMENTO R A VERONA CA	02	00060	2015-06-10 09:45:00	PDT	5780		2015-06-10 13:03:03
USGS	11425500	SACRAMENTO R A VERONA CA	03	00065	2015-06-10 09:45:00	PDT	9.48		2015-06-10 13:03:03
USGS	11425500	SACRAMENTO R A VERONA CA	18	00095	2015-06-10 09:45:00	PDT	144		2015-06-10 13:03:03
USGS	11425500	SACRAMENTO R A VERONA CA	19	63680	2015-06-10 09:45:00	PDT	5.1		2015-06-10 13:03:03
USGS	11427000	NF AMERICAN R A NORTH FORK DAM CA	02	00060	2015-06-10 10:30:00	PDT	121		2015-06-10 13:34:04
USGS	11427000	NF AMERICAN R A NORTH FORK DAM CA	03	00065	2015-06-10 10:30:00	PDT	0.51		2015-06-10 13:34:04
USGS	11433790	NF AMERICAN R A AUBURN DAM SITE NR AUBURN CA	01	00010	2015-06-10 10:45:00	PDT	17.0		2015-06-10 14:03:04
USGS	11446030	SF AMERICAN R NR PILOT HILL CA	01	00010	2015-06-10 10:45:00	PDT	20.2		2015-06-10 14:02:03
USGS	11446220	AMERICAN R BL FOLSOM DAM NR FOLSOM CA	01	00010	2015-06-10 10:45:00	PDT	15.8		2015-06-10 13:51:02
USGS	11446500	AMERICAN R A FAIR OAKS CA	01	00010	2015-06-10 10:00:00	PDT	16.4		2015-06-10 13:07:03
USGS	11446500	AMERICAN R A FAIR OAKS CA	02	00060	2015-06-10 10:00:00	PDT	2050		2015-06-10 13:07:03
USGS	11446500	AMERICAN R A FAIR OAKS CA	03	00065	2015-06-10 10:00:00	PDT	5.61		2015-06-10 13:07:03
USGS	11446700	AMERICAN R A WILLIAM B POND PARK A CARMICHAEL CA	01	00010	2015-06-10 09:45:00	PDT	17.1		2015-06-10 13:01:02
USGS	11446980	AMERICAN R BL WATT AVE BRDG NR CARMICHAEL CA	01	00010	2015-06-10 10:45:00	PDT	17.0		2015-06-10 13:51:02
USGS	11447360	ARCADE C NR DEL PASO HEIGHTS CA	01	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:17:04
USGS	11447360	ARCADE C NR DEL PASO HEIGHTS CA	02	00065	2015-06-10 10:00:00	PDT	1.14		2015-06-10 13:17:04
USGS	11447650	SACRAMENTO R A FREEPORT CA	01	00010	2015-02-17 11:30:00	PST	14.3		2015-06-06 21:03:04
USGS	11447650	SACRAMENTO R A FREEPORT CA	02	00060	2015-06-10 10:30:00	PDT	5490		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	03	00095	2012-10-23 16:00:00	PDT	Dis		2015-06-06 21:03:04
USGS	11447650	SACRAMENTO R A FREEPORT CA	07	32295	2012-10-23 16:00:00	PDT	Dis		2015-06-06 21:03:04
USGS	11447650	SACRAMENTO R A FREEPORT CA	09	00400	2015-06-10 10:30:00	PDT	7.67		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	11	72137	2015-06-08 13:00:00	PDT	7110		2015-06-10 11:08:05
USGS	11447650	SACRAMENTO R A FREEPORT CA	12	00065	2015-06-10 10:30:00	PDT	102.59		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	13	00055	2015-06-10 10:30:00	PDT	0.47		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	38	00300	2015-06-10 10:30:00	PDT	7.99		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	39	63680	2015-06-10 10:30:00	PDT	3.2		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	40	99133	2015-06-10 10:30:00	PDT	0.059		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	41	00010	2015-06-10 10:30:00	PDT	24.80		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	45	63680	2015-06-10 10:30:00	PDT	2.9		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	46	99409	2015-06-10 10:30:00	PDT	9.1		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	47	00095	2015-06-10 10:30:00	PDT	136		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	48	32295	2015-06-10 10:30:00	PDT	2.65		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	50	32315	2015-06-10 10:30:00	PDT	0.33		2015-06-10 13:45:03
USGS	11447650	SACRAMENTO R A FREEPORT CA	52	00301	2015-06-10 10:30:00	PDT	96.4		2015-06-10 13:45:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	04	00060	2015-06-10 09:30:00	PST	866		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	08	00010	2015-06-10 09:30:00	PST	24.3		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	09	00095	2015-06-10 09:30:00	PST	169		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	11	00065	2015-06-10 09:30:00	PST	5.50		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	12	00055	2015-06-10 09:30:00	PST	0.297		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	15	72137	2015-06-08 12:00:00	PST	1280		2015-06-10 11:08:05
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	19	00300	2015-06-10 09:30:00	PST	6.7		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	20	00301	2015-06-10 09:30:00	PST	80		2015-06-10 13:41:03
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	21	32316	2015-03-31 11:30:00	PST	Dis		2015-06-06 21:05:04
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	24	63680	2015-06-10 09:30:00	PST	4.7		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	01	00060	2015-06-10 09:30:00	PST	-1230		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	02	72137	2015-06-08 12:00:00	PST	887		2015-06-10 11:08:05
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	11	00065	2015-06-10 09:30:00	PST	5.15		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	12	00055	2015-06-10 09:30:00	PST	-0.447		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	17	00010	2015-06-10 09:30:00	PST	24.3		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	18	00095	2015-06-10 09:30:00	PST	162		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	19	00300	2015-06-10 09:30:00	PST	6.8		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	20	00301	2015-06-10 09:30:00	PST	82		2015-06-10 13:41:03
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	22	32316	2015-02-24 10:30:00	PST	Dis		2015-06-06 21:10:02
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	24	63680	2015-06-10 09:30:00	PST	4.1		2015-06-10 13:41:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	03	00060	2015-06-10 09:45:00	PST	106		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	05	72137	2015-06-08 12:00:00	PST	5030		2015-06-10 11:08:05
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	11	00065	2015-06-10 09:45:00	PST	5.20		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	12	00055	2015-06-10 09:45:00	PST	0.013		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	17	00010	2015-06-10 09:30:00	PST	24.32		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	19	00095	2015-06-10 09:30:00	PST	155		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	20	00400	2015-06-10 09:30:00	PST	7.29		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	23	32295	2015-06-10 09:30:00	PST	12.73		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	24	63680	2015-06-10 09:30:00	PST	4.6		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	25	32315	2015-06-10 09:30:00	PST	0.43		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	27	00300	2015-06-10 09:30:00	PST	6.72		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	28	00301	2015-06-10 09:30:00	PST	80.3		2015-06-10 14:02:03
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	29	99133	2015-05-09 17:00:00	PST	0.086		2015-06-08 17:08:04
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	01	00060	2015-06-10 09:30:00	PST	3130		2015-06-10 13:45:03
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	08	99409	2015-06-10 09:30:00	PST	10.2		2015-06-10 13:45:03
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	11	00065	2015-06-10 09:30:00	PST	5.07		2015-06-10 13:45:03
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	12	00055	2015-06-10 09:30:00	PST	0.924		2015-06-10 13:45:03
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	15	72137	2015-06-08 12:00:00	PST	1910		2015-06-10 11:08:05
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	24	63680	2015-06-10 09:30:00	PST	4.4		2015-06-10 13:45:03
USGS	11447905	SACRAMENTO R BL GEORGIANA SLOUGH CA	03	00060	2015-06-10 09:30:00	PST	-2380		2015-06-10 13:45:03
USGS	11447905	SACRAMENTO R BL GEORGIANA SLOUGH CA	04	72137	2015-06-08 12:00:00	PST	1850		2015-06-10 11:08:05
USGS	11447905	SACRAMENTO R BL GEORGIANA SLOUGH CA	11	00065	2015-06-10 09:30:00	PST	5.16		2015-06-10 13:45:03
USGS	11447905	SACRAMENTO R BL GEORGIANA SLOUGH CA	12	00055	2015-06-10 09:30:00	PST	-0.381		2015-06-10 13:45:03
USGS	11449500	KELSEY C NR KELSEYVILLE CA	01	00060	2015-06-10 10:30:00	PDT	1.7		2015-06-10 13:47:03
USGS	11449500	KELSEY C NR KELSEYVILLE CA	02	00065	2015-06-10 10:30:00	PDT	1.47		2015-06-10 13:47:03
USGS	11450000	CLEAR LK A LAKEPORT CA	02	00065	2015-06-10 10:15:00	PDT	3.56		2015-06-10 13:25:02
USGS	11451000	CACHE C NR LOWER LAKE CA	01	00060	2015-06-10 10:30:00	PDT	101		2015-06-10 13:39:03
USGS	11451000	CACHE C NR LOWER LAKE CA	02	00065	2015-06-10 10:30:00	PDT	3.18		2015-06-10 13:39:03
USGS	11451100	NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA	01	00060	2015-06-10 10:00:00	PDT	5.2		2015-06-10 13:17:04
USGS	11451100	NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA	02	00065	2015-06-10 10:00:00	PDT	2.83		2015-06-10 13:17:04
USGS	11451290	INDIAN VALLEY RES A CLEARLAKE OAKS CA	01	00062	2015-06-10 10:00:00	PDT	1388.81		2015-06-10 13:13:03
USGS	11451290	INDIAN VALLEY RES A CLEARLAKE OAKS CA	02	00054	2015-06-10 10:00:00	PDT	43800		2015-06-10 13:13:03
USGS	11451300	NF CACHE C NR CLEARLAKE OAKS CA	01	00060	2015-06-10 10:00:00	PDT	399		2015-06-10 13:09:03
USGS	11451300	NF CACHE C NR CLEARLAKE OAKS CA	02	00065	2015-06-10 10:00:00	PDT	3.76		2015-06-10 13:09:03
USGS	11451715	BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA	01	00065	2015-06-10 10:30:00	PDT	3.96		2015-06-10 13:39:03
USGS	11451715	BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA	02	00060	2015-06-10 10:30:00	PDT	1.7		2015-06-10 13:39:03
USGS	11452500	CACHE C A YOLO CA	02	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:37:03
USGS	11452500	CACHE C A YOLO CA	03	00065	2015-06-10 10:30:00	PDT	43.77		2015-06-10 13:37:03
USGS	11452600	CACHE C INFLOW TO SETTLING BASIN NR YOLO CA	01	00060	2013-03-27 23:45:00	PDT	Ssn		2015-06-06 21:44:04
USGS	11452600	CACHE C INFLOW TO SETTLING BASIN NR YOLO CA	02	00010	2015-05-12 10:15:00	PDT	Ssn		2015-06-06 21:44:04
